GeneID,Entrez,Entry,Phylostrata
STMN1,3925,P16949,4
STMN2,11075,Q93045,6
STMN3,50861,Q9NZ72,8
STMN4,81551,Q9H169,8
STOM,2040,P27105,1
STOML1,9399,Q9UBI4,4
STOML2,30968,Q9UJZ1,1
STOML3,161003,Q8TAV4,1
STON1,11037,Q9Y6Q2,8
STON1-GTF2A1L,11036,Q9UNN4,8
STON2,85439,Q8WXE9,4
STOX1,219736,Q6ZVD7,8
STOX2,56977,Q9P2F5,8
STPG2,285555,Q8N412,2
STRA13,201254,A8MT69,3
STRA6,64220,Q9BX79,8
STRA8,346673,Q7Z7C7,9
STRADA,92335,Q7RTN6,4
STRADB,55437,Q9C0K7,8
STRAP,11171,Q9Y3F4,2
STRBP,55342,Q96SI9,8
STRC,161497,Q7RTU9,5
STRIP1,85369,Q5VSL9,2
STRN,6801,O43815,2
STRN3,29966,Q13033,2
STRN4,29888,Q9NRL3,2
STS,412,P08842,5
STT3A,3703,P46977,1
STT3B,201595,Q8TCJ2,1
STUB1,10273,Q9UNE7,2
STX10,8677,O60499,12
STX11,8676,O75558,8
STX17,55014,P56962,4
STX18,53407,Q9P2W9,2
STX19,415117,Q8N4C7,8
STX1A,6804,Q16623,2
STX1B,112755,P61266,2
STX2,2054,P32856,2
STX3,6809,Q13277,2
STX4,6810,Q12846,8
STX5,6811,Q13190,2
STX6,10228,O43752,2
STX7,8417,O15400,2
STXBP1,6812,P61764,2
STXBP2,6813,Q15833,2
STXBP3,6814,O00186,8
STXBP4,252983,Q6ZWJ1,4
STXBP5,134957,Q5T5C0,4
STXBP5L,9515,Q9Y2K9,4
STXBP6,29091,Q8NFX7,7
STYK1,55359,Q6J9G0,8
STYX,6815,Q8WUJ0,2
SUB1,10923,P53999,2
SUCLA2,8803,Q9P2R7,1
SUCLG1,8802,P53597,1
SUCLG2,8801,Q96I99,1
SUCNR1,56670,Q9BXA5,8
SUCO,51430,Q9UBS9,2
SUDS3,64426,Q9H7L9,4
SUFU,51684,Q9UMX1,5
SUGCT,79783,Q9HAC7,1
SUGP1,57794,Q8IWZ8,2
SUGP2,10147,Q8IX01,5
SUGT1,10910,Q9Y2Z0,2
SULF1,23213,Q8IWU6,4
SULF2,55959,Q8IWU5,4
SULT1A1,6817,P50225,10
SULT1A2,6799,P50226,6
SULT1A3,6818,P0DMM9,6
SULT1A4,6818,P0DMN0,6
SULT1B1,27284,O43704,2
SULT1C2,6819,O00338,2
SULT1C3,442038,Q6IMI6,6
SULT1C4,27233,O75897,2
SULT1E1,6783,P49888,6
SULT2A1,6822,Q06520,6
SULT2B1,6820,O00204,8
SULT4A1,25830,Q9BR01,8
SULT6B1,391365,Q6IMI4,8
SUMF1,285362,Q8NBK3,1
SUMO1,7341,P63165,2
SUMO2,6613,P61956,2
SUMO3,6612,P55854,2
SUN1,23353,O94901,2
SUN3,256979,Q8TAQ9,10
SUN5,140732,Q8TC36,3
SUOX,6821,P51687,1
SUPT16H,11198,Q9Y5B9,2
SUPT20H,55578,Q8NEM7,4
SUPT3H,8464,O75486,3
SUPT4H1,6827,P63272,2
SUPT5H,6829,O00267,2
SUPT6H,6830,Q7KZ85,2
SUPT7L,9913,O94864,4
SUPV3L1,6832,Q8IYB8,1
SURF1,6834,Q15526,1
SURF2,6835,Q15527,2
SURF4,6836,O15260,3
SURF6,6838,O75683,2
SUSD1,64420,Q6UWL2,8
SUSD2,56241,Q9UGT4,4
SUSD3,203328,Q96L08,8
SUSD4,55061,Q5VX71,8
SUSD5,26032,O60279,9
SUV39H2,79723,Q9H5I1,2
SUV420H1,51111,Q4FZB7,3
SUV420H2,84787,Q86Y97,3
SUZ12,23512,Q15022,2
SV2A,9900,Q7L0J3,2
SV2B,9899,Q7L1I2,2
SV2C,22987,Q496J9,2
SVIL,6840,O95425,4
SVIP,258010,Q8NHG7,6
SVOP,55530,Q8N4V2,1
SVOPL,136306,Q8N434,1
SWAP70,23075,Q9UH65,4
SWI5,375757,Q1ZZU3,2
SWSAP1,126074,Q6NVH7,10
SWT1,54823,Q5T5J6,4
SYAP1,94056,Q96A49,2
SYBU,55638,Q9NX95,8
SYCE1,93426,Q8N0S2,8
SYCE2,256126,Q6PIF2,5
SYCE3,644186,A1L190,8
SYCN,342898,Q0VAF6,8
SYCP1,6847,Q15431,8
SYCP2,10388,Q9BX26,6
SYCP2L,221711,Q5T4T6,8
SYDE1,85360,Q6ZW31,4
SYDE2,84144,Q5VT97,5
SYF2,25949,O95926,2
SYK,6850,P43405,5
SYMPK,8189,Q92797,2
SYN1,6853,P17600,2
SYN3,8224,O14994,2
SYNC,81493,Q9H7C4,8
SYNCRIP,10492,O60506,2
SYNDIG1,79953,Q9H7V2,8
SYNDIG1L,646658,A6NDD5,8
SYNE1,23345,Q8NF91,5
SYNE2,23224,Q8WXH0,5
SYNE3,161176,Q6ZMZ3,8
SYNGAP1,8831,Q96PV0,5
SYNGR1,9145,O43759,4
SYNGR2,9144,O43760,4
SYNGR3,9143,O43761,8
SYNGR4,23546,O95473,11
SYNJ1,8867,O43426,2
SYNJ2,8871,O15056,2
SYNJ2BP,55333,P57105,8
SYNM,23336,O15061,8
SYNPO,11346,Q8N3V7,8
SYNPO2,171024,Q9UMS6,8
SYNPO2L,79933,Q9H987,6
SYNPR,132204,Q8TBG9,6
SYP,6855,P08247,5
SYPL1,6856,Q16563,6
SYPL2,284612,Q5VXT5,4
SYS1,90196,Q8N2H4,2
SYT1,6857,P21579,4
SYT10,341359,Q6XYQ8,6
SYT11,23208,Q9BT88,6
SYT12,91683,Q8IV01,6
SYT13,57586,Q7L8C5,8
SYT14,255928,Q8NB59,8
SYT15,83849,Q9BQS2,5
SYT16,83851,Q17RD7,5
SYT17,51760,Q9BSW7,8
SYT2,127833,Q8N9I0,4
SYT3,84258,Q9BQG1,8
SYT4,6860,Q9H2B2,6
SYT5,6861,O00445,12
SYT6,148281,Q5T7P8,6
SYT7,9066,O43581,4
SYT8,90019,Q8NBV8,12
SYT9,143425,Q86SS6,8
SYTL1,84958,Q8IYJ3,8
SYTL2,54843,Q9HCH5,5
SYTL3,94120,Q4VX76,8
SYTL4,94121,Q96C24,5
SYTL5,94122,Q8TDW5,5
SZT2,23334,Q5T011,2
T,6862,O15178,4
TAAR1,134864,Q96RJ0,8
TAAR2,9287,Q9P1P5,4
TAAR5,9038,O14804,9
TAAR6,319100,Q96RI8,11
TAAR8,83551,Q969N4,11
TAB1,10454,Q15750,4
TAB2,23118,Q9NYJ8,5
TAB3,257397,Q8N5C8,6
TAC1,6863,P20366,8
TAC3,6866,Q9UHF0,10
TAC4,255061,Q86UU9,12
TACC1,6867,O75410,5
TACC2,10579,O95359,6
TACC3,10460,Q9Y6A5,4
TACO1,51204,Q9BSH4,1
TACR1,6869,P25103,5
TACR3,6870,P29371,5
TACSTD2,4070,P09758,8
TADA1,117143,Q96BN2,4
TADA2A,6871,O75478,2
TADA2B,93624,Q86TJ2,2
TADA3,10474,O75528,4
TAF1,6872,P21675,2
TAF10,6881,Q12962,2
TAF11,6882,Q15544,2
TAF12,6883,Q16514,2
TAF13,6884,Q15543,2
TAF15,8148,Q92804,6
TAF1A,9015,Q15573,4
TAF1B,9014,Q53T94,4
TAF1C,9013,Q15572,4
TAF1D,79101,Q9H5J8,9
TAF1L,138474,Q8IZX4,2
TAF2,6873,Q6P1X5,2
TAF3,83860,Q5VWG9,4
TAF4,6874,O00268,2
TAF4B,6875,Q92750,8
TAF5,6877,Q15542,2
TAF5L,27097,O75529,5
TAF6,6878,P49848,2
TAF6L,10629,Q9Y6J9,4
TAF7,6879,Q15545,2
TAF7L,54457,Q5H9L4,2
TAF8,129685,Q7Z7C8,2
TAF9B,51616,Q9HBM6,2
TAGAP,117289,Q8N103,8
TAGLN,6876,Q01995,6
TAGLN2,8407,P37802,6
TAGLN3,29114,Q9UI15,3
TAL1,6886,P17542,5
TAL2,6887,Q16559,8
TALDO1,6888,P37837,1
TAMM41,132001,Q96BW9,2
TANC1,85461,Q9C0D5,1
TANC2,26115,Q9HCD6,1
TANGO2,128989,Q6ICL3,1
TANGO6,79613,Q9C0B7,2
TANK,10010,Q92844,8
TAOK1,57551,Q7L7X3,4
TAOK2,9344,Q9UL54,4
TAOK3,51347,Q9H2K8,4
TAP1,6890,Q03518,8
TAP2,6891,Q03519,8
TAPBP,6892,O15533,8
TAPBPL,55080,Q9BX59,8
TAPT1,202018,Q6NXT6,2
TARBP1,6894,Q13395,2
TARBP2,6895,Q15633,4
TARDBP,23435,Q13148,5
TARS,6897,P26639,1
TARS2,80222,Q9BW92,1
TARSL2,123283,A2RTX5,1
TAS1R1,80835,Q7RTX1,8
TAS1R2,80834,Q8TE23,10
TAS1R3,83756,Q7RTX0,8
TAS2R1,50834,Q9NYW7,10
TAS2R10,50839,Q9NYW0,12
TAS2R13,50838,Q9NYV9,13
TAS2R16,50833,Q9NYV7,12
TAS2R19,259294,P59542,15
TAS2R3,50831,Q9NYW6,11
TAS2R31,259290,P59538,14
TAS2R4,50832,Q9NYW5,12
TAS2R40,259286,P59535,9
TAS2R41,259287,P59536,10
TAS2R42,353164,Q7RTR8,12
TAS2R5,54429,Q9NYW4,12
TAS2R60,338398,P59551,11
TAS2R7,50837,Q9NYW3,11
TAS2R8,50836,Q9NYW2,12
TAS2R9,50835,Q9NYW1,12
TASP1,55617,Q9H6P5,2
TAT,6898,P17735,1
TATDN1,83940,Q6P1N9,1
TATDN2,9797,Q93075,1
TATDN3,128387,Q17R31,1
TAX1BP1,8887,Q86VP1,4
TAX1BP3,30851,O14907,6
TBATA,219793,Q96M53,5
TBC1D1,23216,Q86TI0,4
TBC1D10A,83874,Q9BXI6,4
TBC1D10B,26000,Q4KMP7,4
TBC1D10C,374403,Q8IV04,11
TBC1D12,23232,O60347,2
TBC1D13,54662,Q9NVG8,2
TBC1D14,57533,Q9P2M4,2
TBC1D15,64786,Q8TC07,2
TBC1D16,125058,Q8TBP0,4
TBC1D17,79735,Q9HA65,2
TBC1D19,55296,Q8N5T2,2
TBC1D2,55357,Q9BYX2,2
TBC1D21,161514,Q8IYX1,10
TBC1D22A,25771,Q8WUA7,2
TBC1D22B,55633,Q9NU19,2
TBC1D23,55773,Q9NUY8,2
TBC1D24,57465,Q9ULP9,4
TBC1D25,4943,Q3MII6,4
TBC1D2B,23102,Q9UPU7,2
TBC1D3,84218,A6NER0,2
TBC1D30,23329,Q9Y2I9,4
TBC1D31,93594,Q96DN5,2
TBC1D32,221322,Q96NH3,4
TBC1D3B,414059,A6NDS4,2
TBC1D3C,729873,Q6IPX1,2
TBC1D3F,84218,A6NER0,2
TBC1D3G,414060,Q6DHY5,2
TBC1D3H,729877,P0C7X1,2
TBC1D4,9882,O60343,4
TBC1D5,9779,Q92609,2
TBC1D7,51256,Q9P0N9,2
TBC1D8,11138,O95759,2
TBC1D8B,54885,Q0IIM8,2
TBC1D9,23158,Q6ZT07,2
TBC1D9B,23061,Q66K14,2
TBCA,6902,O75347,2
TBCB,1155,Q99426,2
TBCC,6903,Q15814,2
TBCCD1,55171,Q9NVR7,2
TBCD,6904,Q9BTW9,2
TBCE,6905,Q15813,2
TBCEL,219899,Q5QJ74,5
TBCK,93627,Q8TEA7,2
TBK1,29110,Q9UHD2,5
TBKBP1,9755,A7MCY6,8
TBL1X,6907,O60907,2
TBL1XR1,79718,Q9BZK7,2
TBL1Y,90665,Q9BQ87,2
TBL2,26608,Q9Y4P3,2
TBL3,10607,Q12788,2
TBP,6908,P20226,1
TBPL1,9519,P62380,6
TBPL2,387332,Q6SJ96,1
TBR1,10716,Q16650,8
TBRG1,84897,Q3YBR2,3
TBX1,6899,O43435,5
TBX10,347853,O75333,5
TBX15,6913,Q96SF7,5
TBX18,9096,O95935,8
TBX19,9095,O60806,6
TBX2,6909,Q13207,4
TBX20,57057,Q9UMR3,5
TBX21,30009,Q9UL17,10
TBX22,50945,Q9Y458,8
TBX3,6926,O15119,4
TBX4,9496,P57082,4
TBX5,6910,Q99593,5
TBX6,6911,O95947,6
TBXAS1,6916,P24557,2
TCAIM,285343,Q8N3R3,2
TCAP,8557,O15273,8
TCEA2,6919,Q15560,2
TCEA3,6920,O75764,2
TCEAL1,9338,Q15170,12
TCEAL2,140597,Q9H3H9,14
TCEAL3,85012,Q969E4,12
TCEAL4,79921,Q96EI5,12
TCEAL5,340543,Q5H9L2,12
TCEAL6,158931,Q6IPX3,3
TCEAL7,56849,Q9BRU2,12
TCEAL8,90843,Q8IYN2,12
TCEANC,170082,Q8N8B7,8
TCEANC2,127428,Q96MN5,2
TCEB1,6921,Q15369,2
TCEB2,6923,Q15370,4
TCEB3,6924,Q14241,4
TCEB3B,51224,Q8IYF1,14
TCEB3C,162699,Q8NG57,14
TCEB3CL,728929,Q3SY89,14
TCERG1,10915,O14776,2
TCERG1L,256536,Q5VWI1,9
TCF12,6938,Q99081,4
TCF15,6939,Q12870,5
TCF19,6941,Q9Y242,5
TCF20,6942,Q9UGU0,8
TCF21,6943,O43680,6
TCF23,150921,Q7RTU1,6
TCF25,22980,Q9BQ70,2
TCF3,6929,P15923,4
TCF4,6925,P15884,4
TCF7,6932,P36402,8
TCF7L1,83439,Q9HCS4,4
TCF7L2,6934,Q9NQB0,4
TCFL5,10732,Q9UL49,9
TCHH,7062,Q07283,1
TCHHL1,126637,Q5QJ38,11
TCHP,84260,Q9BT92,2
TCIRG1,10312,Q13488,1
TCL1B,9623,O95988,12
TCN1,6947,P20061,10
TCN2,6948,P20062,7
TCOF1,6949,Q13428,3
TCP1,6950,P17987,1
TCP10L,140290,Q8TDR4,14
TCP11,6954,Q8WWU5,9
TCP11L1,55346,Q9NUJ3,3
TCP11L2,255394,Q8N4U5,8
TCP11X1,100996648,Q5H9J9,9
TCP11X2,100996648,Q5H9J9,9
TCTA,6988,P57738,8
TCTE1,202500,Q5JU00,2
TCTE3,6991,Q8IZS6,5
TCTEX1D1,200132,Q8N7M0,2
TCTEX1D2,255758,Q8WW35,2
TCTEX1D4,343521,Q5JR98,2
TCTN1,79600,Q2MV58,8
TCTN2,79867,Q96GX1,8
TCTN3,26123,Q6NUS6,2
TDG,6996,Q13569,1
TDGF1,6997,P13385,8
TDP1,55775,Q9NUW8,2
TDP2,51567,O95551,2
TDRD1,56165,Q9BXT4,5
TDRD10,126668,Q5VZ19,11
TDRD12,91646,Q587J7,6
TDRD15,0,B5MCY1,4
TDRD5,163589,Q8NAT2,5
TDRD6,221400,O60522,4
TDRD7,23424,Q8NHU6,6
TDRD9,122402,Q8NDG6,2
TDRKH,11022,Q9Y2W6,4
TDRP,157695,Q86YL5,9
TEAD1,7003,P28347,4
TEAD2,8463,Q15562,4
TEAD4,7004,Q15561,4
TEC,7006,P42680,4
TECPR1,25851,Q7Z6L1,5
TECPR2,9895,O15040,4
TECR,9524,Q9NZ01,2
TECRL,253017,Q5HYJ1,9
TECTA,7007,O75443,6
TECTB,6975,Q96PL2,8
TEDDM1,127670,Q5T9Z0,12
TEFM,79736,Q96QE5,4
TEK,7010,Q02763,7
TEKT1,83659,Q969V4,5
TEKT2,27285,Q9UIF3,5
TEKT3,64518,Q9BXF9,5
TEKT4,150483,Q8WW24,6
TEKT5,146279,Q96M29,9
TELO2,9894,Q9Y4R8,2
TEN1,100134934,Q86WV5,4
TENC1,23371,Q63HR2,4
TENM1,10178,Q9UKZ4,5
TENM3,55714,Q9P273,5
TENM4,26011,Q6N022,5
TEP1,7011,Q99973,2
TEPP,374739,Q6URK8,5
TERF1,7013,P54274,2
TERF2,7014,Q15554,8
TERF2IP,54386,Q9NYB0,4
TERT,7015,O14746,2
TES,26136,Q9UGI8,5
TESC,54997,Q96BS2,8
TESK1,7016,Q15569,4
TESK2,10420,Q96S53,4
TESPA1,9840,A2RU30,8
TET1,80312,Q8NFU7,4
TET2,54790,Q6N021,4
TET3,200424,O43151,4
TEX10,54881,Q9NXF1,2
TEX11,56159,Q8IYF3,4
TEX12,56158,Q9BXU0,11
TEX13A,56157,Q9BXU3,12
TEX13B,56156,Q9BXU2,13
TEX14,56155,Q8IWB6,9
TEX15,56154,Q9BXT5,10
TEX19,400629,Q8NA77,12
TEX2,55852,Q8IWB9,4
TEX22,647310,C9J3V5,13
TEX26,122046,Q8N6G2,7
TEX261,113419,Q6UWH6,2
TEX264,51368,Q9Y6I9,2
TEX28,1527,O15482,10
TEX28P1,1527,O15482,10
TEX28P2,1527,O15482,10
TEX29,121793,Q8N6K0,12
TEX30,93081,Q5JUR7,1
TEX33,339669,O43247,9
TEX35,84066,Q5T0J7,12
TEX36,387718,Q5VZQ5,7
TEX37,200523,Q96LM6,12
TEX40,25858,Q9NTU4,12
TEX9,374618,Q8N6V9,2
TF,7018,P02787,8
TFAM,7019,Q00059,4
TFAP2A,7020,P05549,6
TFAP2B,7021,Q92481,6
TFAP2C,7022,Q92754,6
TFAP2D,83741,Q7Z6R9,4
TFAP2E,339488,Q6VUC0,5
TFAP4,7023,Q01664,4
TFB1M,51106,Q8WVM0,1
TFB2M,64216,Q9H5Q4,4
TFCP2,7024,Q12800,5
TFCP2L1,29842,Q9NZI6,5
TFDP1,7027,Q14186,2
TFDP2,7029,Q14188,2
TFDP3,51270,Q5H9I0,14
TFEB,7942,P19484,6
TFEC,22797,O14948,8
TFF1,7031,P04155,11
TFF2,7032,Q03403,7
TFF3,7033,Q07654,7
TFG,10342,Q92734,4
TFIP11,24144,Q9UBB9,2
TFPI,7035,P10646,6
TFPI2,7980,P48307,6
TFPT,29844,P0C1Z6,6
TFR2,7036,Q9UP52,8
TFRC,7037,P02786,8
TG,7038,P01266,8
TGDS,23483,O95455,1
TGFA,7039,P01135,8
TGFB1,7040,P01137,8
TGFB1I1,7041,O43294,2
TGFB2,7042,P61812,7
TGFB3,7043,P10600,8
TGFBI,7045,Q15582,1
TGFBR1,7046,P36897,4
TGFBR2,7048,P37173,7
TGFBR3,7049,Q03167,6
TGFBRAP1,9392,Q8WUH2,2
TGIF1,7050,Q15583,8
TGIF2,60436,Q9GZN2,9
TGIF2LX,90316,Q8IUE1,12
TGM1,7051,P22735,5
TGM2,7052,P21980,8
TGM3,7053,Q08188,9
TGM4,7047,P49221,5
TGM5,9333,O43548,9
TGM6,343641,O95932,9
TGM7,116179,Q96PF1,9
TGOLN2,10618,O43493,8
TGS1,96764,Q96RS0,2
TH,7054,P07101,1
THADA,63892,Q6YHU6,2
THAP1,55145,Q9NVV9,6
THAP10,56906,Q9P2Z0,7
THAP11,57215,Q96EK4,8
THAP2,83591,Q9H0W7,12
THAP3,90326,Q8WTV1,6
THAP4,51078,Q8WY91,1
THAP5,168451,Q7Z6K1,6
THAP6,152815,Q8TBB0,6
THAP7,80764,Q9BT49,6
THAP8,199745,Q8NA92,6
THAP9,79725,Q9H5L6,6
THBD,7056,P07204,8
THBS1,7057,P07996,1
THBS2,7058,P35442,1
THBS3,7059,P49746,1
THEG,51298,Q9P2T0,4
THEM4,117145,Q5T1C6,4
THEM5,284486,Q8N1Q8,10
THEM6,51337,Q8WUY1,5
THEMIS,387357,Q8N1K5,8
THEMIS2,9473,Q5TEJ8,8
THG1L,54974,Q9NWX6,1
THNSL1,79896,Q8IYQ7,1
THNSL2,55258,Q86YJ6,1
THOC1,9984,Q96FV9,2
THOC2,57187,Q8NI27,2
THOC3,84321,Q96J01,2
THOC5,8563,Q13769,2
THOC6,79228,Q86W42,2
THOC7,80145,Q6I9Y2,2
THOP1,7064,P52888,1
THPO,7066,P40225,11
THRA,7067,P10827,6
THRAP3,9967,Q9Y2W1,8
THRB,7068,P10828,6
THRSP,7069,Q92748,11
THSD1,55901,Q9NS62,8
THSD4,79875,Q6ZMP0,5
THSD7B,80731,Q9C0I4,2
THTPA,79178,Q9BU02,2
THUMPD1,55623,Q9NXG2,2
THUMPD2,80745,Q9BTF0,1
THUMPD3,25917,Q9BV44,2
THY1,7070,P04216,8
THYN1,29087,Q9P016,1
TIA1,7072,P31483,2
TIAL1,7073,Q01085,2
TIAM1,7074,Q13009,5
TIAM2,26230,Q8IVF5,5
TICAM1,148022,Q8IUC6,8
TICRR,90381,Q7Z2Z1,4
TIE1,7075,P35590,7
TIFA,92610,Q96CG3,8
TIGD1,200765,Q96MW7,6
TIGD2,166815,Q4W5G0,4
TIGD3,220359,Q6B0B8,12
TIGD4,201798,Q8IY51,2
TIGD5,84948,Q53EQ6,9
TIGD6,81789,Q17RP2,2
TIGD7,91151,Q6NT04,6
TIGIT,201633,Q495A1,11
TIMD4,91937,Q96H15,8
TIMELESS,8914,Q9UNS1,2
TIMM10,26519,P62072,2
TIMM10B,26515,Q9Y5J6,6
TIMM13,26517,Q9Y5L4,2
TIMM17A,10440,Q99595,2
TIMM17B,10245,O60830,2
TIMM21,29090,Q9BVV7,2
TIMM22,29928,Q9Y584,2
TIMM23,653252,O14925,2
TIMM44,10469,O43615,1
TIMM50,92609,Q3ZCQ8,2
TIMM8A,1678,O60220,2
TIMM9,26520,Q9Y5J7,2
TIMMDC1,51300,Q9NPL8,4
TIMP2,7077,P16035,5
TIMP3,7078,P35625,5
TIMP4,7079,Q99727,4
TINAG,27283,Q9UJW2,6
TINAGL1,64129,Q9GZM7,6
TINF2,26277,Q9BSI4,8
TIPARP,25976,Q7Z3E1,8
TIPIN,54962,Q9BVW5,2
TIPRL,261726,O75663,2
TJAP1,93643,Q5JTD0,5
TJP1,7082,Q07157,4
TJP2,9414,Q9UDY2,4
TJP3,27134,O95049,4
TK1,7083,P04183,1
TK2,7084,O00142,2
TKT,7086,P29401,1
TKTL1,8277,P51854,1
TKTL2,84076,Q9H0I9,1
TLCD1,116238,Q96CP7,6
TLCD2,727910,A6NGC4,2
TLDC1,57707,Q6P9B6,2
TLDC2,140711,A0PJX2,2
TLE1,7088,Q04724,4
TLE2,7089,Q04725,4
TLE3,7090,Q04726,4
TLE4,7091,Q04727,4
TLK1,9874,Q9UKI8,2
TLK2,11011,Q86UE8,2
TLL1,7092,O43897,2
TLL2,7093,Q9Y6L7,2
TLN1,7094,Q9Y490,2
TLN2,83660,Q9Y4G6,2
TLR1,7096,Q15399,8
TLR10,81793,Q9BXR5,8
TLR2,7097,O60603,8
TLR3,7098,O15455,8
TLR4,7099,O00206,6
TLR5,7100,O60602,8
TLR6,10333,Q9Y2C9,8
TLR7,51284,Q9NYK1,8
TLR8,51311,Q9NR97,8
TLR9,0,Q9NR96,8
TLX1,3195,P31314,5
TLX2,3196,O43763,11
TLX3,30012,O43711,6
TM2D1,83941,Q9BX74,4
TM2D2,83877,Q9BX73,4
TM2D3,80213,Q9BRN9,4
TM4SF18,116441,Q96CE8,9
TM4SF19,116211,Q96DZ7,9
TM4SF2,0,P41732,4
TM4SF20,79853,Q53R12,10
TM4SF4,7104,P48230,8
TM4SF5,9032,O14894,8
TM6SF1,53346,Q9BZW5,6
TM6SF2,53345,Q9BZW4,8
TM7SF2,7108,O76062,2
TM7SF3,51768,Q9NS93,4
TM9SF1,10548,O15321,2
TM9SF2,9375,Q99805,2
TM9SF3,56889,Q9HD45,2
TM9SF4,9777,Q92544,2
TMA16,55319,Q96EY4,3
TMA7,51372,Q9Y2S6,2
TMBIM1,64114,Q969X1,6
TMBIM4,51643,Q9HC24,1
TMBIM6,7009,P55061,1
TMC1,117531,Q8TDI8,5
TMC2,117532,Q8TDI7,5
TMC4,147798,Q7Z404,8
TMC5,79838,Q6UXY8,4
TMC6,11322,Q7Z403,8
TMC7,79905,Q7Z402,4
TMC8,147138,Q8IU68,10
TMCC1,23023,O94876,4
TMCC2,9911,O75069,4
TMCC3,57458,Q9ULS5,8
TMCO1,54499,Q9UM00,2
TMCO2,127391,Q7Z6W1,11
TMCO3,55002,Q6UWJ1,1
TMCO4,255104,Q5TGY1,2
TMCO5A,145942,Q8N6Q1,11
TMCO6,55374,Q96DC7,8
TMED1,11018,Q13445,4
TMED10,10972,P49755,2
TMED2,10959,Q15363,2
TMED3,23423,Q9Y3Q3,3
TMED4,222068,Q7Z7H5,2
TMED5,50999,Q9Y3A6,3
TMED6,146456,Q8WW62,8
TMED7,51014,Q9Y3B3,3
TMED7-TICAM2,353376,Q86XR7,3
TMED8,283578,Q6PL24,8
TMED9,54732,Q9BVK6,2
TMEFF1,8577,Q8IYR6,5
TMEFF2,23671,Q9UIK5,7
TMEM101,84336,Q96IK0,4
TMEM102,284114,Q8N9M5,11
TMEM104,54868,Q8NE00,2
TMEM105,284186,Q8N8V8,14
TMEM106A,113277,Q96A25,11
TMEM106B,54664,Q9NUM4,5
TMEM106C,79022,Q9BVX2,6
TMEM108,66000,Q6UXF1,9
TMEM109,79073,Q9BVC6,8
TMEM11,8834,P17152,4
TMEM115,11070,Q12893,2
TMEM116,89894,Q8NCL8,5
TMEM117,84216,Q9H0C3,5
TMEM119,338773,Q4V9L6,8
TMEM120B,144404,A0PK00,2
TMEM121,80757,Q9BTD3,8
TMEM123,114908,Q8N131,8
TMEM126A,84233,Q9H061,7
TMEM126B,55863,Q8IUX1,10
TMEM127,55654,O75204,5
TMEM128,85013,Q5BJH2,2
TMEM129,92305,A0AVI4,4
TMEM130,222865,Q8N3G9,4
TMEM131,23505,Q92545,4
TMEM132A,54972,Q24JP5,10
TMEM132B,114795,Q14DG7,6
TMEM132C,92293,Q8N3T6,6
TMEM132D,121256,Q14C87,6
TMEM132E,124842,Q6IEE7,6
TMEM133,83935,A6NI28,15
TMEM134,80194,Q9H6X4,6
TMEM135,65084,Q86UB9,2
TMEM136,219902,Q6ZRR5,2
TMEM138,51524,Q9NPI0,15
TMEM139,135932,Q8IV31,9
TMEM140,55281,Q9NV12,9
TMEM143,55260,Q96AN5,4
TMEM144,55314,Q7Z5S9,2
TMEM147,10430,Q9BVK8,2
TMEM14A,28978,Q9Y6G1,2
TMEM14B,81853,Q9NUH8,14
TMEM14C,51522,Q9P0S9,2
TMEM150A,129303,Q86TG1,7
TMEM150B,284417,A6NC51,8
TMEM150C,441027,B9EJG8,8
TMEM151A,256472,Q8N4L1,8
TMEM151B,441151,Q8IW70,6
TMEM154,201799,Q6P9G4,8
TMEM155,132332,Q4W5P6,14
TMEM156,80008,Q8N614,9
TMEM159,57146,Q96B96,10
TMEM160,54958,Q9NX00,8
TMEM161A,54929,Q9NX61,8
TMEM161B,153396,Q8NDZ6,4
TMEM163,81615,Q8TC26,4
TMEM165,55858,Q9HC07,1
TMEM168,64418,Q9H0V1,5
TMEM169,92691,Q96HH4,6
TMEM17,200728,Q86X19,2
TMEM170A,124491,Q8WVE7,4
TMEM170B,100113407,Q5T4T1,5
TMEM171,134285,Q8WVE6,9
TMEM173,340061,Q86WV6,5
TMEM174,134288,Q8WUU8,8
TMEM175,84286,Q9BSA9,1
TMEM176A,55365,Q96HP8,8
TMEM176B,28959,Q3YBM2,10
TMEM177,80775,Q53S58,4
TMEM178A,130733,Q8NBL3,8
TMEM179,388021,Q6ZVK1,6
TMEM179B,374395,Q7Z7N9,8
TMEM18,129787,Q96B42,2
TMEM180,79847,Q14CX5,4
TMEM181,57583,Q9P2C4,2
TMEM182,130827,Q6ZP80,8
TMEM183A,92703,Q8IXX5,5
TMEM184A,202915,Q6ZMB5,2
TMEM184B,25829,Q9Y519,2
TMEM184C,55751,Q9NVA4,2
TMEM185A,84548,Q8NFB2,4
TMEM186,25880,Q96B77,2
TMEM187,8269,Q14656,5
TMEM189,7335,Q13404,2
TMEM189-UBE2V1,7335,Q13404,2
TMEM19,55266,Q96HH6,1
TMEM190,147744,Q8WZ59,11
TMEM192,201931,Q8IY95,4
TMEM194A,23306,O14524,4
TMEM194B,100131211,A6NFY4,8
TMEM196,256130,Q5HYL7,8
TMEM198,130612,Q66K66,2
TMEM199,147007,Q8N511,4
TMEM2,23670,Q9UHN6,8
TMEM200A,114801,Q86VY9,8
